Wall time,Step,Value
1712082982.543254,0,1.9737344980239868
1712083037.957448,1,1.5877307653427124
1712083093.2472558,2,1.3605846166610718
1712083148.3904104,3,1.2414075136184692
1712083203.9131455,4,1.1647099256515503
1712083259.2980647,5,1.1007368564605713
1712083314.4329598,6,1.0515438318252563
1712083369.7598636,7,1.0216071605682373
1712083425.2028465,8,0.985203206539154
1712083480.4799232,9,0.9622224569320679
1712083536.0925891,10,0.9268071055412292
1712083591.3481493,11,0.9111942052841187
1712083646.7298265,12,0.8838926553726196
1712083702.0336938,13,0.8666577935218811
1712083757.2771606,14,0.8544533252716064
1712083812.7481034,15,0.8407269716262817
1712083868.199706,16,0.8205903172492981
1712083923.5380712,17,0.8114754557609558
1712083978.6238656,18,0.7912374138832092
1712084033.634942,19,0.779556393623352
1712084088.9158764,20,0.7654932141304016
1712084144.2290332,21,0.7508653402328491
1712084199.368031,22,0.7502184510231018
1712084254.669206,23,0.7399532794952393
1712084309.9089005,24,0.726136326789856
1712084365.044227,25,0.7204472422599792
1712084420.2497795,26,0.7005704045295715
1712084475.3864558,27,0.7000539302825928
1712084530.5586765,28,0.6897099018096924
1712084586.3523505,29,0.6794729232788086
1712084641.2257383,30,0.6772986054420471
1712084696.0409381,31,0.6741538047790527
1712084750.7375576,32,0.6622129082679749
1712084805.5722892,33,0.6601420044898987
1712084860.447673,34,0.6451863050460815
1712084915.4986484,35,0.6375723481178284
1712084970.3736293,36,0.6349717974662781
1712085025.4374251,37,0.6304165124893188
1712085080.0795732,38,0.6163758635520935
1712085135.1560893,39,0.6200411319732666
1712085190.252779,40,0.6096364855766296
1712085245.1287065,41,0.6103038787841797
1712085299.9682908,42,0.5981634259223938
1712085355.2412598,43,0.5984717607498169
1712085410.1028519,44,0.5800510048866272
1712085465.0150754,45,0.5762196183204651
1712085519.7853339,46,0.5732735395431519
1712085574.724972,47,0.572806179523468
1712085629.7789524,48,0.5679078698158264
1712085684.7333765,49,0.5587851405143738
1712085739.888275,50,0.554848849773407
1712085795.0302918,51,0.559324324131012
1712085850.084871,52,0.5497519373893738
1712085904.8451414,53,0.5417909026145935
1712085960.0238233,54,0.5373973846435547
1712086014.6416883,55,0.5374858379364014
1712086069.813023,56,0.53911292552948
1712086125.092677,57,0.5336710810661316
1712086180.0168133,58,0.5232826471328735
1712086234.9834998,59,0.5227669477462769
1712086289.832413,60,0.5208011865615845
1712086345.0222054,61,0.5145291686058044
1712086400.345059,62,0.5145900845527649
1712086455.287161,63,0.5087299942970276
1712086510.1767843,64,0.5007361173629761
1712086565.129983,65,0.5080296397209167
1712086620.1609328,66,0.4989931881427765
1712086675.4755223,67,0.5008381605148315
1712086730.4270096,68,0.4924132525920868
1712086785.4423401,69,0.4927315413951874
1712086840.9180644,70,0.4793684184551239
1712086896.165836,71,0.49047794938087463
1712086951.0934956,72,0.47736656665802
1712087005.9593554,73,0.4836953580379486
1712087060.7611732,74,0.4736466407775879
1712087115.8202887,75,0.4721352159976959
1712087170.8947246,76,0.46995416283607483
1712087225.978788,77,0.46223926544189453
1712087281.0998888,78,0.4615747034549713
1712087336.206041,79,0.45895916223526
1712087391.2605965,80,0.45761507749557495
1712087446.5355206,81,0.45502862334251404
1712087501.5648446,82,0.4579479694366455
1712087556.2701797,83,0.4462721049785614
1712087611.256732,84,0.44545406103134155
1712087666.2211933,85,0.44529950618743896
1712087721.11881,86,0.44754758477211
1712087775.9596658,87,0.43967685103416443
1712087830.952042,88,0.4422471225261688
1712087885.8110368,89,0.4367482364177704
1712087940.9498303,90,0.4315953552722931
1712087996.0230944,91,0.43353748321533203
1712088050.6919217,92,0.4366290867328644
1712088105.4912834,93,0.4347633719444275
1712088160.2562265,94,0.4312061667442322
1712088215.105812,95,0.42211899161338806
1712088269.809084,96,0.4217527210712433
1712088324.5164263,97,0.4283003509044647
1712088379.545464,98,0.4211207926273346
1712088434.5251305,99,0.4211697578430176
